cdobstecou;nomprincip;ouv_coord_x;ouv_coord_y;ouv_type_nom;ouv_usage_energie_hydro;ouv_usages;ouv_etat;ouv_liaison;ouv_ouvrage_lie;demarche_priorisation_1;demarche_priorisation_2;demarche_priorisation_3;demarche_priorisation_4;demarche_priorisation_5;demarche_priorisation_6;demarche_priorisation_7;demarche_priorisation_8;demarche_priorisation_9;niveau_priorisation;commentaire_principal;ouv_hauteur_chute_1;ouv_date_hauteur_chute_1;ouv_operateur_hauteur_chute_1;ouv_precision_hauteur_chute_1;ouv_hauteur_chute_2;ouv_date_hauteur_chute_2;ouv_operateur_hauteur_chute_2;ouv_precision_hauteur_chute_2;ouv_hauteur_chute_3;ouv_date_hauteur_chute_3;ouv_operateur_hauteur_chute_3;ouv_precision_hauteur_chute_3;ouv_hauteur_chute_4;ouv_date_hauteur_chute_4;ouv_operateur_hauteur_chute_4;ouv_precision_hauteur_chute_4;ouv_hauteur_chute_5;ouv_date_hauteur_chute_5;ouv_operateur_hauteur_chute_5;ouv_precision_hauteur_chute_5;hauteur_chute_ICE;ouv_arasement;ouv_date_arasement;conformite_arasement;ouv_derasement;ouv_date_derasement;conformite_ derasement;dispo_franch_piscicole_1;date_mes_dispo_franch_piscicole_1;dispo_franch_piscicole_2;date_mes_dispo_franch_piscicole_2;dispo_franch_piscicole_3;date_mes_dispo_franch_piscicole_3;dispo_franch_piscicole_4;date_mes_dispo_franch_piscicole_4;dispo_franch_piscicole_5;date_mes_dispo_franch_piscicole_5;mesure_corrective_montaison_gestion;mesure_corrective_montaison_equipement;interet_montaison;conformite_montaison;mesure_corrective_devalaison_gestion;mesure_corrective_devalaison_equipement;mesure_corrective_devalaison_turbine;interet_devalaison;conformite_devalaison;mesure_corrective_sediment_gestion;mesure_corrective_sediment_equipement;mesure_corrective_sediment_recharge;mesure_corrective_commentaire;avis_technique_global;commentaire_avis_technique;note_appreciation_montaison_anguille;date_appreciation_montaison_anguille;note_appreciation_montaison_saumon_atlantique;date_appreciation_montaison_saumon_atlantique;note_appreciation_montaison_grande_alose;date_appreciation_montaison_grande_alose;note_appreciation_montaison_alose_feinte;date_appreciation_montaison_alose_feinte;note_appreciation_montaison_lamproie_marine;date_appreciation_montaison_lamproie_marine;note_appreciation_montaison_truite_fario;date_appreciation_montaison_truite_fario;avis_devalaison_anguille;avis_devalaison_saumon_atlantique;avis_continuite_sedimentaire;date_debut_activite;date_fin_activite;variabilité_debit_reserve;debit_reserve;debit_reserve_ICE;debit_minimal_montaison;debit_minimal_devalaison;debit_alimentation_ICE;debit_maximal_autorisé;debit_preleve_ICE;commentaire_debit;longueur_troncon_cc;longueur_troncon_cc_ICE;ecartement_grille;espace_interbarreaux_ICE;cote_retenue_basse;cote_retenue_haute;classement_liste_1;classement_liste_2;date_arrete_classement;especes_cibles;statut_sdage_1;statut_sdage_2;statut_sdage_3;statut_administratif;date_fin_acte;existence_reglement_eau;surface_bv_amont;source_surface_bv;module_cours_d_eau;source_module;surface_bv_amont_irstea;module_cours_d_eau_irstea;robustesse_irstea;altitude;ouvrage_mer;lineaire_aval;surface_retenue;source_surface_retenue;volume_retenue;source_volume_retenue;longueur_remous;source_longueur_remous;chute_naturelle_amont;chute_naturelle_aval;commentaire_contexte;nom_cours_d_eau_topo;commune;departement;code_cours_eau;code_zone_hydro;code_sous_secteur_hydro;nom_bassin_hydro;code_masse_eau;statut_roe
ROE57819;Barrage et Ecluse de Guily-Glas;173714.46;6813910.27;Seuil en rivière;Non;Transports et soutien de navigation;Existant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Passe à bassins successifs;;;;;;;;;;Non;Oui;Oui;Validée conforme au projet;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;Positif;Travaux terminés sur l'ouvrage en 2006.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Lamproie marine"",""Grande alose"",""Anguille"",""Saumon atlantique"",""Truite de mer";;;;;;Non;;;;;;;;0;;31.71;;;;;;;;;;l'aulne;PORT-LAUNAY;29;J3820180;J382;J38;LOIRE-BRETAGNE;FRGR0056a;Validé point par point
ROE57826;Barrage et Ecluse de Méros;199734.29;6810631.85;Seuil en rivière;Non;Transports et soutien de navigation;Existant;;;PAPARCE;;PGA;PLAGEPOMI;;;;;;;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";1.98;;;;;;;;;;;;;;;;;;;;;;;;;;;Pré-barrage;1999-12-31;Passe à ralentisseurs;1999-12-31;;;;;;;Non;Oui;Oui;Non validée non conforme au projet;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;Négatif;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Grande alose"",""Truite de mer"",""Saumon atlantique"",""Anguille"",""Lamproie marine";;;;;;Non;;;;;;;;53;;93.94;;;;;;;;;;l'aulne;PLONEVEZ-DU-FAOU;29;J3800180;J380;J38;LOIRE-BRETAGNE;FRGR0056a;Validé point par point
ROE57829;BERRIEN N°7;201683.37;6834204.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;2012-07-10;;;;;;;Non;;;;;;;;;;;;;;;;;;;;;BERRIEN;29;;J360;J36;LOIRE-BRETAGNE;;Validé point par point
ROE57830;BERRIEN N°8;201407.45;6834257.77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;2012-07-10;;;;;;;Non;;;;;;;;;;;;;;;;;;;;;BERRIEN;29;;J360;J36;LOIRE-BRETAGNE;;Validé point par point
ROE57833;Barrage du Guélin;306336.36;6750805.72;Seuil en rivière;Non;Transports et soutien de navigation;Existant;Principal;57939;PAPARCE;;PGA;PLAGEPOMI;;;;;;;;2.37;2018-07-30;Bureau d'études;DCI Environnement;2.35;;;;;;;;;;;;;;;;;;;;;;;Passe à Anguille;2004-01-01;Passe à ralentisseurs;2004-01-01;;;;;;;Non;Oui;Oui;Incertaine conformité à examiner;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Anguille"",""Lamproie marine"",""Saumon atlantique"",""Truite de mer"",""Alose feinte "",""Brochet";;;;;;Non;;;;;;;;5;;;;;;;;;;;;l'oust;SAINT-MARTIN-SUR-OUST;56;J8500230;J850;J85;LOIRE-BRETAGNE;FRGR0127;Validé point par point
ROE57922;Stade d'eau vive de Cesson (Vannage du pont);357165.77;6789334.44;Seuil en rivière;Non;Loisirs et sports aquatiques;Existant;Principal;16394;;;;;;;;;;;;1.60;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;Négatif;Liste 2 L.214-17 : anguille seulement;4;2021-10-07;;;;;;;;;;;Positif;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;Anguille;;;;;;Non;;;;;;;;29;;139.03;;;;;;;;;;la vilaine;CESSON-SEVIGNE;35;J7090060;J709;J70;LOIRE-BRETAGNE;FRGR0009b;Validé point par point
ROE57923;Usine hydro-électrique des Forges de Lanouée;279128.26;6783602.77;Barrage;Oui;;Existant;Secondaire;;;;;;;;;;;;;7.00;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.500;;;;;;;;Non;Non;2012-07-10;;;;;;;Non;;;;;;;;48;;123.76;;;;;;;;;;le lié;LES FORGES;56;J8150300;J815;J81;LOIRE-BRETAGNE;FRGR0131;Validé point par point
ROE57924;Microcentrale de la Tertraie;280479.33;6779498.18;Seuil en rivière;Oui;;Existant;Secondaire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.000;;;1220.00;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;41;;117.19;;;;;;;;;;l'oust;LANOUEE;56;J8200230;J820;J82;LOIRE-BRETAGNE;FRGR0127;Validé point par point
ROE57925;Ecluse de Pomeleuc;280502.48;6778951.57;Seuil en rivière;Non;Transports et soutien de navigation;Existant;Secondaire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;2012-07-10;;;;;;;Non;;;;;;;;43;;;;;;;;;;;;canal de nantes à brest;LANOUEE;56;J8201002;J820;J82;LOIRE-BRETAGNE;;Validé point par point
ROE57926;Ecluse de Caradec;284155.93;6776095.78;Seuil en rivière;;;Existant;Secondaire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;2012-07-10;;;;;;;Non;;;;;;;;33;;110.72;;;;;;;;;;canal de nantes à brest;LANOUEE;56;J8200232;J820;J82;LOIRE-BRETAGNE;FRGR0127;Validé point par point
ROE57927;Ecluse de Beaufort;285467.50;6775853.35;Seuil en rivière;Non;Transports et soutien de navigation;Existant;Secondaire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;2012-07-10;;;;;;;Non;;;;;;;;33;;108.87;;;;;;;;;;canal de nantes à brest;JOSSELIN;56;J8200232;J820;J82;LOIRE-BRETAGNE;FRGR0127;Validé point par point
ROE57928;Ecluse de Saint-Jouan;286990.57;6773965.70;Seuil en rivière;;;Existant;Secondaire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;2012-07-10;;;;;;;Non;;;;;;;;30;;;;;;;;;;;;canal de nantes à brest;GUILLAC;56;J8200232;J820;J82;LOIRE-BRETAGNE;FRGR0127;Validé point par point
ROE57929;Ecluse de La Née;296330.82;6760927.07;Seuil en rivière;;;Existant;Secondaire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;2012-07-10;;;;;;;Non;;;;;;;;16;;81.85;;;;;;;;;;canal de nantes à brest;SAINT-MARCEL;56;J8401002;J840;J84;LOIRE-BRETAGNE;;Validé point par point
ROE57934;Ecluse de Malestroit;297426.63;6759480.03;Seuil en rivière;Non;Transports et soutien de navigation;Existant;Secondaire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;2012-07-10;;;;;;;Non;;;;;;;;15;;;;;;;;;;;;canal de nantes à brest;MALESTROIT;56;J8401002;J840;J84;LOIRE-BRETAGNE;;Validé point par point
ROE57935;Ecluse de Foveno;299703.54;6758828.58;Seuil en rivière;Non;Transports et soutien de navigation;Existant;Secondaire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Oui;2012-07-10;"Truite de mer"",""Saumon atlantique"",""Lamproie marine"",""Grande alose"",""Anguille";;;;;;Non;;;;;;;;10;;77.43;;;;;;;;;;canal de nantes à brest;SAINT-CONGARD;56;J8400232;J840;J84;LOIRE-BRETAGNE;FRGR0127;Validé point par point
ROE57936;Ecluse de Foveno;302054.98;6756253.91;Seuil en rivière;Non;Transports et soutien de navigation;Existant;Secondaire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Alose feinte "",""Saumon atlantique"",""Anguille"",""Brochet"",""Lamproie marine"",""Truite de mer";;;;;;Non;;;;;;;;8;;70.97;;;;;;;;;;canal de nantes à brest;SAINT-CONGARD;56;J8410232;J841;J84;LOIRE-BRETAGNE;FRGR0127;Validé point par point
ROE57938;Ecluse de Rieux;303479.33;6752222.81;Seuil en rivière;Non;Transports et soutien de navigation;Existant;Secondaire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Oui;2012-07-10;"Lamproie marine"",""Truite de mer"",""Saumon atlantique"",""Grande alose"",""Anguille";;;;;;Non;;;;;;;;8;;67.02;;;;;;;;;;canal de nantes à brest;SAINT-CONGARD;56;J8500232;J850;J85;LOIRE-BRETAGNE;FRGR0127;Validé point par point
ROE57939;Ecluse du Guélin;306293.60;6750762.08;Seuil en rivière;Non;"Transports et soutien de navigation"",""Suivi technique et scientifique (débit, température)";Existant;Secondaire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Brochet"",""Anguille"",""Saumon atlantique"",""Truite de mer"",""Alose feinte "",""Lamproie marine";;;;;;Non;;;;;;;;5;;;;;;;;;;;;canal de nantes à brest;SAINT-GRAVE;56;J8500231;J850;J85;LOIRE-BRETAGNE;FRGR0127;Validé point par point
ROE57940;Ecluse de Limur;311638.72;6748572.72;Seuil en rivière;Non;Transports et soutien de navigation;Existant;Secondaire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Oui;2012-07-10;"Truite de mer"",""Saumon atlantique"",""Lamproie marine"",""Grande alose"",""Anguille";;;;;;Non;;;;;;;;3;;59.07;;;;;;;;;;canal de nantes à brest;PEILLAC;56;J8501002;J850;J85;LOIRE-BRETAGNE;;Validé point par point
ROE57942;Ecluse de la Maclaye;315914.88;6747316.36;Seuil en rivière;Non;Transports et soutien de navigation;Existant;Secondaire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Oui;2012-07-10;"Truite de mer"",""Anguille"",""Grande alose"",""Lamproie marine"",""Saumon atlantique";;;;;;Non;;;;;;;;5;;49.89;;;;;;;;;;canal de nantes à brest;SAINT-VINCENT-SUR-OUST;56;J8501002;J850;J85;LOIRE-BRETAGNE;;Validé point par point
ROE57978;Grand Barrage;232068.44;6765313.22;Seuil en rivière;Non;"Loisirs et sports aquatiques"",""Transports et soutien de navigation";Existant;;;PAPARCE;;PGA;PLAGEPOMI;;;;;;;;1.66;2018-06-18;Bureau d'études;DCI Environnement;1.77;;;;;;;;;;;;;;;;;;;;;;;Passe à bassins successifs;;;;;;;;;;Non;Oui;Oui;Incertaine conformité à examiner;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;;;4;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Anguille"",""Brochet"",""Saumon atlantique"",""Lamproie marine"",""Grande alose"",""Truite de mer";;;;;;Non;;;;;2000.00;28.798;Robuste;8;false;21.81;;;;;;;;;;le blavet;HENNEBONT;56;J5710210;J571;J57;LOIRE-BRETAGNE;FRGR0094;Validé point par point
ROE57979;Ecluse de Mané-er-Ven;236815.64;6771483.31;Seuil en rivière;Non;Transports et soutien de navigation;Existant;Secondaire;;;;;;;;;;;;;2.50;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Anguille"",""Brochet"",""Grande alose"",""Truite de mer"",""Saumon atlantique"",""Lamproie marine";;;;;;Non;;;;;;;;18;;32.28;;;;;;;;;;le blavet;INZINZAC-LOCHRIST;56;J5710210;J571;J57;LOIRE-BRETAGNE;FRGR0094;Validé point par point
ROE57980;Ecluse de Ménazen;241641.33;6772145.90;Seuil en rivière;Non;Transports et soutien de navigation;Existant;Secondaire;;;;;;;;;;;;;2.50;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Lamproie marine"",""Grande alose"",""Brochet"",""Saumon atlantique"",""Truite de mer"",""Anguille";;;;;;Non;;;;;;;;23;;38.04;;;;;;;;;;le blavet;LANGUIDIC;56;J5700210;J570;J57;LOIRE-BRETAGNE;FRGR0094;Validé point par point
ROE58432;Barrage d'Arzal;295097.53;6724811.27;Seuil en rivière;Non;"Sécurité des biens et des personnes"",""Alimentation en eau potable"",""Transports et soutien de navigation"",""Loisirs et sports aquatiques";Existant;;;;;;;;;;;;;;2.10;2020-12-31;OFB;;;;;;;;;;;;;;;;;;;;;;;;;Passe à Anguille;2007-01-01;Passe à bassins successifs;;;;;;;;Non;Oui;Oui;Validée conforme au projet;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;Positif;;2;;1;;1;;1;;1;;;;;;;1970-12-31;;;;;;;;;;;;;;;;;Non;Oui;2012-07-10;"Saumon atlantique"",""Truite de mer"",""Alose feinte "",""Anguille"",""Brochet"",""Grande alose"",""Lamproie marine";;;;;;Non;10000.00;comité français des barrages et réservoirs;;;10495.00;81.853;Prudence;0;true;;12000000;comité français des barrages et réservoirs;55000000;comité français des barrages et réservoirs;;;;;;;ARZAL;56;;J932;J93;LOIRE-BRETAGNE;;Validé point par point
ROE58433;Moulin de Sainte-Anne;309748.38;6730936.64;Barrage;;;Existant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;12;;35.12;;;;;;;;;;NR;SAINT-DOLAY;56;J9305600;J930;J93;LOIRE-BRETAGNE;FRGR1066;Validé point par point
ROE58434;Moulin de Carné;291361.26;6738297.66;Barrage;;;Existant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Oui;2012-07-10;"Anguille"",""Saumon atlantique"",""Truite de mer"",""Lamproie marine";;;;;;Non;;;;;;;;32;;21.32;;;;;;;;;;NR;QUESTEMBERT;56;J6605600;J660;J66;LOIRE-BRETAGNE;;Validé point par point
ROE58435;Etang du Moulin de Célac;290060.15;6743147.26;Barrage;;;Existant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Lamproie marine"",""Anguille"",""Saumon atlantique"",""Truite de mer";;;;;;Non;;;;;;;;76;;27.57;;;;;;;;;;ruisseau de saint-éloi ou du moulin de tohon;QUESTEMBERT;56;J6604000;J660;J66;LOIRE-BRETAGNE;FRGR0106;Validé point par point
ROE58436;Etang au Duc;295861.96;6774057.62;Barrage;Non;"Loisirs et sports aquatiques"",""Alimentation en eau potable";Existant;;;;;;;;;;;;;;7.00;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;368.00;2.564;Prudence;38;;101.89;2100000;référentiel plans d'eau EDL 2019;5000000;référentiel plans d'eau EDL 2019;;;;;;l'yvel;TAUPONT;56;J8360310;J836;J83;LOIRE-BRETAGNE;;Validé point par point
ROE58437;Moulin de Lemay (Décharge aval);280262.87;6769534.25;Barrage;;;Existant;;;;;;;;;;;;;;2.00;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;73;;115.36;;;;;;;;;;NR;GUEHENNO;56;J8214000;J821;J82;LOIRE-BRETAGNE;FRGR1218;Validé point par point
ROE58438;Moulin d'Hurnel;279736.99;6769785.19;Barrage;Non;Aucun;Existant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;87;;120.20;;;;;;;;;;NR;GUEHENNO;56;J8214400;J821;J82;LOIRE-BRETAGNE;FRGR1218;Validé point par point
ROE58439;Pont de la RD 123;279747.46;6770207.18;Obstacle induit par un pont;Non;Transports et soutien de navigation;Existant;;;;;;;;;;;;;;0.40;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;91;;120.20;;;;;;;;;;NR;GUEHENNO;56;J8214400;J821;J82;LOIRE-BRETAGNE;FRGR1218;Validé point par point
ROE58445;Moulin de Kerjosse;255768.42;6767932.90;Seuil en rivière;Non;Aucun;Existant;Principal;10046;;;;;;;;;;;;2.50;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;Positif;"Ouvrage conforme dans le tableau de bord ""Bretagne Grand Migrateurs"" => Données DREAL";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Saumon atlantique"",""Truite de mer"",""Anguille";;;;;;Non;;;;;;;;47;;54.92;;;;;10;BDD Import en masse : Ouvrages Blavet;;;;ruisseau de tellené;BAUD;56;J5626700;J562;J56;LOIRE-BRETAGNE;FRGR0102;Validé point par point
ROE58447;Barrage du Bois Joli;324409.37;6842437.45;Barrage;Non;"Alimentation en eau potable"",""Suivi technique et scientifique (débit, température)";Existant;;;PAPARCE;;;PLAGEPOMI;;;;;;;;13.50;;;;;;;;;;;;;;;;;;;;;;;;;;;Passe à Anguille;;;;;;;;;;Non;Oui;Oui;Incertaine conformité à examiner;Non;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;;;;4;;;;;;;;;;;;;;;1993-12-31;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;Anguille;;;;;;Non;50.00;Comité Français des Barrages et Réservoirs;;;;;;23;;6.89;445000;Comité Français des Barrages et Réservoirs;3000000;Comité Français des Barrages et Réservoirs;;;;;;le frémur;PLEURTUIT;35;J1004000;J100;J10;LOIRE-BRETAGNE;;Validé point par point
ROE58448;Barrage de Pont es Omnès;323794.37;6842990.47;Barrage;Non;"Loisirs et sports aquatiques"",""Suivi technique et scientifique (débit, température)";Existant;;;PAPARCE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Passe à Anguille;;;;;;;;;;Non;Oui;Oui;Incertaine conformité à examiner;Non;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;;;;1;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;Anguille;;;;;;Non;;;;;;;;13;;6.89;;;;;;;;;;le frémur;PLOUBALAY;22;J1004000;J100;J10;LOIRE-BRETAGNE;;Validé point par point
ROE58450;Clapet du Loc'h;212623.12;6759271.52;Seuil en rivière;Non;Sécurité des biens et des personnes;Existant;;;PAPARCE;;;PLAGEPOMI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Anguille"",""Truite de mer";;;;;;Non;;;;;;;;12;;1.65;;;;;;;;;;la saudraye;GUIDEL;56;J4914000;J491;J49;LOIRE-BRETAGNE;FRGR1177;Validé point par point
ROE58451;Etang du Loc'h;212846.22;6759681.21;Barrage;Non;Obsolète;Existant;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;Oui;Non validée pas encore de mesures;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Truite de mer"",""Anguille";;;;;;Non;;;;;;;;4;;1.65;;;;;;;;;;la saudraye;GUIDEL;56;J4914000;J491;J49;LOIRE-BRETAGNE;FRGR1177;Validé point par point
