cdobstecou;nomprincip;ouv_coord_x;ouv_coord_y;ouv_type_nom;ouv_usage_energie_hydro;ouv_usages;ouv_etat;ouv_liaison;ouv_ouvrage_lie;demarche_priorisation_1;demarche_priorisation_2;demarche_priorisation_3;demarche_priorisation_4;demarche_priorisation_5;demarche_priorisation_6;demarche_priorisation_7;demarche_priorisation_8;demarche_priorisation_9;niveau_priorisation;commentaire_principal;ouv_hauteur_chute_1;ouv_date_hauteur_chute_1;ouv_operateur_hauteur_chute_1;ouv_precision_hauteur_chute_1;ouv_hauteur_chute_2;ouv_date_hauteur_chute_2;ouv_operateur_hauteur_chute_2;ouv_precision_hauteur_chute_2;ouv_hauteur_chute_3;ouv_date_hauteur_chute_3;ouv_operateur_hauteur_chute_3;ouv_precision_hauteur_chute_3;ouv_hauteur_chute_4;ouv_date_hauteur_chute_4;ouv_operateur_hauteur_chute_4;ouv_precision_hauteur_chute_4;ouv_hauteur_chute_5;ouv_date_hauteur_chute_5;ouv_operateur_hauteur_chute_5;ouv_precision_hauteur_chute_5;hauteur_chute_ICE;ouv_arasement;ouv_date_arasement;conformite_arasement;ouv_derasement;ouv_date_derasement;conformite_ derasement;dispo_franch_piscicole_1;date_mes_dispo_franch_piscicole_1;dispo_franch_piscicole_2;date_mes_dispo_franch_piscicole_2;dispo_franch_piscicole_3;date_mes_dispo_franch_piscicole_3;dispo_franch_piscicole_4;date_mes_dispo_franch_piscicole_4;dispo_franch_piscicole_5;date_mes_dispo_franch_piscicole_5;mesure_corrective_montaison_gestion;mesure_corrective_montaison_equipement;interet_montaison;conformite_montaison;mesure_corrective_devalaison_gestion;mesure_corrective_devalaison_equipement;mesure_corrective_devalaison_turbine;interet_devalaison;conformite_devalaison;mesure_corrective_sediment_gestion;mesure_corrective_sediment_equipement;mesure_corrective_sediment_recharge;mesure_corrective_commentaire;avis_technique_global;commentaire_avis_technique;note_appreciation_montaison_anguille;date_appreciation_montaison_anguille;note_appreciation_montaison_saumon_atlantique;date_appreciation_montaison_saumon_atlantique;note_appreciation_montaison_grande_alose;date_appreciation_montaison_grande_alose;note_appreciation_montaison_alose_feinte;date_appreciation_montaison_alose_feinte;note_appreciation_montaison_lamproie_marine;date_appreciation_montaison_lamproie_marine;note_appreciation_montaison_truite_fario;date_appreciation_montaison_truite_fario;avis_devalaison_anguille;avis_devalaison_saumon_atlantique;avis_continuite_sedimentaire;date_debut_activite;date_fin_activite;variabilité_debit_reserve;debit_reserve;debit_reserve_ICE;debit_minimal_montaison;debit_minimal_devalaison;debit_alimentation_ICE;debit_maximal_autorisé;debit_preleve_ICE;commentaire_debit;longueur_troncon_cc;longueur_troncon_cc_ICE;ecartement_grille;espace_interbarreaux_ICE;cote_retenue_basse;cote_retenue_haute;classement_liste_1;classement_liste_2;date_arrete_classement;especes_cibles;statut_sdage_1;statut_sdage_2;statut_sdage_3;statut_administratif;date_fin_acte;existence_reglement_eau;surface_bv_amont;source_surface_bv;module_cours_d_eau;source_module;surface_bv_amont_irstea;module_cours_d_eau_irstea;robustesse_irstea;altitude;ouvrage_mer;lineaire_aval;surface_retenue;source_surface_retenue;volume_retenue;source_volume_retenue;longueur_remous;source_longueur_remous;chute_naturelle_amont;chute_naturelle_aval;commentaire_contexte;nom_cours_d_eau_topo;commune;departement;code_cours_eau;code_zone_hydro;code_sous_secteur_hydro;nom_bassin_hydro;code_masse_eau;statut_roe
ROE5162;Moulin de Glujau;181058.48;6827311.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;128;;45.78;;;;;;;;;;rivière de saint-rivoal;SAINT-RIVOAL;29;J3836600;J383;J38;LOIRE-BRETAGNE;FRGR0074;Validé point par point
ROE5165;Moulin de Pont Glaz;181389.46;6827709.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;136;;43.53;;;;;;;;;;ruisseau de saint-rivoal;SAINT-RIVOAL;29;J3836800;J383;J38;LOIRE-BRETAGNE;FRGR0074;Validé point par point
ROE5167;Saint Rivoal izella ?;182420.84;6828099.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;158;;46.89;;;;;;;;;;ruisseau de saint-rivoal;SAINT-RIVOAL;29;J3836800;J383;J38;LOIRE-BRETAGNE;FRGR0074;Validé point par point
ROE5168;Saint Rivoal huella ?;182765.60;6827973.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;2012-07-10;;;;;;;Non;;;;;;;;169;;46.89;;;;;;;;;;ruisseau de saint-rivoal;SAINT-RIVOAL;29;J3836800;J383;J38;LOIRE-BRETAGNE;FRGR0074;Validé point par point
ROE5169;Moulin d'en Bas ?;181752.27;6828217.38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;2012-07-10;;;;;;;Non;;;;;;;;147;;45.38;;;;;;;;;;NR;SAINT-RIVOAL;29;J3836900;J383;J38;LOIRE-BRETAGNE;FRGR0074;Validé point par point
ROE5172;Barrage de Saint Michel;191138.15;6828008.05;Barrage;Oui;;Existant;;;;;;;;;;;;;;15.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;1937-12-31;;;;;;;;;;;;;;;;;Non;Non;2012-07-10;;;;;;;Non;;;;;31.00;0.758;Robuste;225;;133.19;4500000;Référentiel Plans d'eau EDL 2019;13350000;Référentiel Plans d'eau EDL 2019;;;;;;l'ellez;LOQUEFFRET;29;J3624000;J362;J36;LOIRE-BRETAGNE;;Validé point par point
ROE5174;Barrage de Saint-Herbot;196150.24;6825609.90;;Oui;;;;;;;;;;;;;;;;10.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;5;;5;;;;;;;;;;;;;;;;;;;;;;6.000;;;;;;;;Non;Non;2012-07-10;;;;;;;Non;;;;;;;;209;;129.54;;;;;;;;;;NR;LOQUEFFRET;29;J3624502;J362;J36;LOIRE-BRETAGNE;;Validé point par point
ROE5175;Moulin du Meil-Ar-Hoat;197430.02;6829514.10;Epis en rivière;;;Existant;;;;;;;;;;;;;prise d'eau par tuyau dans un très haut chaos naturel infranchissable sauf ang;0.00;2019-02-21;AFB;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;2012-07-10;;;;;;;Non;;;;;;;;192;;132.93;;;;;;;;;;le fao;HUELGOAT;29;J3614000;J361;J36;LOIRE-BRETAGNE;FRGR0054;Validé point par point
ROE5177;Moulin de Rosmeur;196871.70;6824404.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;98;;122.83;;;;;;;;;;l'ellez;PLONEVEZ-DU-FAOU;29;J3624000;J362;J36;LOIRE-BRETAGNE;FRGR0069b;Validé point par point
ROE5180;INCONNU;196625.61;6823650.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;2012-07-10;;;;;;;Non;;;;;;;;99;;;;;;;;;;;;NR;PLONEVEZ-DU-FAOU;29;J3626900;J362;J36;LOIRE-BRETAGNE;;Validé point par point
ROE5183;Moulin Kerroc'h;197985.95;6823280.23;Seuil en rivière;;;Détruit entièrement;;;;;;;;;;;;;;0.00;2019-02-21;AFB;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;Positif;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;86;;121.96;;;;;;;;;;l'ellez;PLOUYE;29;J3624000;J362;J36;LOIRE-BRETAGNE;FRGR0069b;Validé point par point
ROE5185;Moulin de Langolé;198923.06;6822880.91;Seuil en rivière;;;Détruit entièrement;;;;;;;;;;;;;;0.00;2019-02-21;AFB;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;Positif;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;84;;119.67;;;;;;;;;;;COLLOREC;29;J3624000;J362;J36;LOIRE-BRETAGNE;;Validé point par point
ROE5187;Moulin de Pont Morvan;199369.45;6822094.89;Barrage;;;Détruit entièrement;;;;;;;;;;;;;;0.00;2019-02-21;AFB;;1.55;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;Positif;;0;2019-02-21;0;2019-02-21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;84;;118.72;;;;;;;;;;l'ellez;COLLOREC;29;J3624000;J362;J36;LOIRE-BRETAGNE;FRGR0069b;Validé point par point
ROE5188;seuil goazien affl Ellez;199962.14;6822500.10;Barrage;;;Détruit entièrement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;2012-07-10;;;;;;;Non;;;;;;;;110;;;;;;;;;;;;NR;PLOUYE;29;J3627900;J362;J36;LOIRE-BRETAGNE;;Validé point par point
ROE5189;guerriau;200728.32;6825196.20;Barrage;;;Détruit entièrement;;;;;;;;;;;;;;0.40;2019-02-25;AFB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;Positif;érosion régressive suite à affaissement barrage ou embâcle. Tête de BV;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;Non;Non;2012-07-10;;;;;;;Non;;;;;;;;136;;;;;;;;;;;;NR;PLOUYE;29;J3628550;J362;J36;LOIRE-BRETAGNE;FRGR0069b;Validé point par point
ROE5191;busesbourgneuf;201769.40;6824698.13;Obstacle induit par un pont;;;Existant;;;;;;;;;;;;;Projet de suppression 2020;0.20;2020-06-03;AFB;;0.20;2019-02-25;AFB;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;Négatif;Buses bouchées par branchages car trop étroites;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;Non;Non;2012-07-10;;;;;;;Non;;;;;;;;105;;119.92;;;;;;;;;;NR;PLOUYE;29;J3628550;J362;J36;LOIRE-BRETAGNE;FRGR0069b;Validé point par point
ROE5192;ancienpland'eauplouye;201851.55;6822949.42;Seuil en rivière;;;Existant;;;;;;;;;;;;;;0.50;2019-02-25;AFB;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;Négatif;chute formée par un radier court à forte pente;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;Non;Non;2012-07-10;;;;;;;Non;;;;;;;;91;;118.44;;;;;;;;;;;PLOUYE;29;J3628500;J362;J36;LOIRE-BRETAGNE;;Validé point par point
ROE5194;;204373.69;6825639.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;2012-07-10;;;;;;;Non;;;;;;;;114;;122.74;;;;;;;;;;NR;LOCMARIA-BERRIEN;29;J3616200;J361;J36;LOIRE-BRETAGNE;;Validé point par point
ROE5195;Moulin d'Argent;204732.56;6827516.15;Barrage;;;Existant;;;;;;;;;;;;;passage de l'eau par dessous vanne. Pression importante;2.00;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;Négatif;"Secteur de chaos un peu plus en amont avec nombreux obstacles naturels
Obstacle du barrage du plan d'eau d'HUELGOAT plus en amont";4;2019-02-21;5;2019-02-21;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;Non;Non;2012-07-10;;;;;;;Non;;;;;;;;89;;123.59;;;;;;;;;;rivière d'argent;LOCMARIA-BERRIEN;29;J3614000;J361;J36;LOIRE-BRETAGNE;FRGR0054;Validé point par point
ROE5197;Moulin de Kervinniou;205519.35;6826489.18;Seuil en rivière;Non;Aucun;Existant;;;;;;;;;;;;;Le déversoir s'est en partie effondré sur la partie centrale sur une longueur de 15,80 m;0.38;2011-11-24;ONEMA;;0.95;;;;;;;;;;;;;;;;0.38;;;;;;;Absence de passe;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;Positif;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;Cours d'eau amphihalin;;;;Non;299.10;HydroConcept;4.746;HydroConcept;299.00;6.144;Robuste;83;;120.85;;;;;;;;;;l'aulne;LOCMARIA-BERRIEN;29;J3610180;J361;J36;LOIRE-BRETAGNE;FRGR0054;Validé point par point
ROE5198;Moulin de Pont-ar-Gorret;205695.49;6828352.78;Seuil en rivière;;;Existant;;;;;;;;;;;;;;0.90;;;;;;;;;;;;;;;;;;;;0.80;;;;;;;Autre type de passe;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;Positif;montaison sat et ang par les bords du seuil en rg et en rd;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;85;;129.51;;;;;;;;;;l'aulne;LOCMARIA-BERRIEN;29;J3607000;J360;J36;LOIRE-BRETAGNE;FRGR0068;Validé point par point
ROE5200;Moulin Neuf (Quélennec);205550.49;6827202.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.41;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;83;;121.08;;;;;;;;;;;LOCMARIA-BERRIEN;29;J3610180;J361;J36;LOIRE-BRETAGNE;FRGR0054;Validé point par point
ROE5202;Moulin de Pont-Pierres;205371.56;6823455.97;Seuil en rivière;Non;Aucun;Existant;;;;;;;;;;;;;;0.75;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;75;;118.48;;;;;;;;;;l'aulne;POULLAOUEN;29;J3610180;J361;J36;LOIRE-BRETAGNE;FRGR0054;Validé point par point
ROE5286;Moulin de Kerloc'h;205878.48;6837783.13;;;;;;;;;;;;;;;;;;0.90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;154;;135.70;;;;;;;;;;;SCRIGNAC;29;J3608700;J360;J36;LOIRE-BRETAGNE;FRGR0068;Validé point par point
ROE5287;Moulin Gardez 1;204876.84;6834772.22;;;;;;;;;;;;;;;;;;1.28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;125;;135.70;;;;;;;;;;ruisseau de roudouhir;SCRIGNAC;29;J3608700;J360;J36;LOIRE-BRETAGNE;FRGR0068;Validé point par point
ROE5289;Moulin Gardez 2;204878.80;6834764.09;;;;;;;;;;;;;;;;;;1.39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;125;;135.70;;;;;;;;;;ruisseau de roudouhir;SCRIGNAC;29;J3608700;J360;J36;LOIRE-BRETAGNE;FRGR0068;Validé point par point
ROE5291;Moulin du Liden;204768.55;6833118.22;Seuil en rivière;Non;Aucun;Détruit partiellement;;;;;;;;;;;;;;0.30;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;Positif;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;113;;128.64;;;;;;;;;;le squiriou;BERRIEN;29;J3607001;J360;J36;LOIRE-BRETAGNE;FRGR0068;Validé point par point
ROE5293;Pont ar C'houssic;204200.88;6833600.44;Seuil en rivière;;;Détruit entièrement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;Positif;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;113;;131.25;;;;;;;;;;le squiriou;BERRIEN;29;J3607000;J360;J36;LOIRE-BRETAGNE;FRGR0068;Validé point par point
ROE5294;Moulin du Squiriou;203811.82;6833812.41;Seuil en rivière;;;Détruit entièrement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;Positif;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;128;;131.25;;;;;;;;;;le squiriou;BERRIEN;29;J3607000;J360;J36;LOIRE-BRETAGNE;FRGR0068;Validé point par point
ROE5295;Moulin du Liden ?;205286.83;6832816.22;Seuil en rivière;;;Détruit entièrement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;Positif;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;103;;128.64;;;;;;;;;;le squiriou;BERRIEN;29;J3607000;J360;J36;LOIRE-BRETAGNE;FRGR0068;Validé point par point
ROE5296;Moulin de Burunou;205694.23;6830560.26;Seuil en rivière;;;Existant;;;;;;;;;;;;;;1.50;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;Positif;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;95;;125.36;;;;;;;;;;NR;SCRIGNAC;29;J3609600;J360;J36;LOIRE-BRETAGNE;FRGR0068;Validé point par point
ROE5298;Moulin de Roslan;201883.48;6834604.84;Seuil en rivière;Non;Aucun;Existant;;;;;;;;;;;;;;1.26;2019-02-25;AFB;;1.26;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;Incertain;"Seuil réparti en plusieurs chutes. Franchissable toutes espèces pour débit=module.
Pas de pb d'érosion aval, substrat bien garni.";0;2019-02-25;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;158;;134.20;;;;;;;;;;le mendy;SCRIGNAC;29;J3608200;J360;J36;LOIRE-BRETAGNE;FRGR0068;Validé point par point
ROE5299;Moulin de Toulgoask;201372.77;6835038.03;Seuil en rivière;Non;Aucun;Détruit partiellement;;;;;;;;;;;;;;1.33;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;Positif;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;149;;134.20;;;;;;;;;;le mendy;SCRIGNAC;29;J3608200;J360;J36;LOIRE-BRETAGNE;FRGR0068;Validé point par point
ROE5300;Pisciculture du Mendy;200535.67;6835900.33;Seuil en rivière;Non;Aucun;Existant;;;;;;;;;;;;;;0.90;;;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;Négatif;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;166;;135.30;;;;;;;;;;NR;BERRIEN;29;J3608200;J360;J36;LOIRE-BRETAGNE;FRGR0068;Validé point par point
ROE5301;Moulin de Goassélen;199210.67;6836485.63;Seuil en rivière;Non;Aucun;Existant;;;;;;;;;;;;;;0.20;2019-02-25;AFB;;;;;;;;;;;;;;;;;;;;;;;;;Absence de passe;;;;;;;;;;Non;Non;;;Non;Non;Non;;;Non;Non;Non;;Positif;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Non;2012-07-10;;;;;;;Non;;;;;;;;190;;139.37;;;;;;;;;;le mendy;BERRIEN;29;J3608200;J360;J36;LOIRE-BRETAGNE;FRGR0068;Validé point par point
ROE5341;Barrage et Ecluse de Châteaulin;173882.79;6812234.55;Seuil en rivière;Non;"Transports et soutien de navigation"",""Suivi technique et scientifique (débit, température)";Existant;;;;;;;;;;;;;;1.30;;;;;;;;;;;;;;;;;;;;;;;;;;;Passe à Anguille;;Passe à bassins successifs;1995-01-01;;;;;;;Non;Oui;Oui;Validée conforme au projet;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;Positif;;1;2018-01-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Anguille"",""Grande alose"",""Lamproie marine"",""Saumon atlantique"",""Truite de mer";;;;;;Non;;;;;;;;5;;34.25;;;;;;;;;;l'aulne;CHATEAULIN;29;J3820180;J382;J38;LOIRE-BRETAGNE;FRGR0056a;Validé point par point
ROE5342;Barrage et Ecluse de Coatigrac'h;174594.25;6811305.36;Seuil en rivière;Non;"Alimentation en eau potable"",""Transports et soutien de navigation";Existant;;;PAPARCE;;PGA;PLAGEPOMI;;;;;;;Le dispositif de franchissement piscicole a été restauré en 2005 (Communication région Bretagne).;1.97;;;;;;;;;;;;;;;;;;;;;;;;;;;Autre type de passe;1860-01-01;;;;;;;;;Non;Oui;Oui;Non validée non conforme au projet;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;Négatif;;4;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Saumon atlantique"",""Truite de mer"",""Anguille"",""Grande alose"",""Lamproie marine";;;;;;Non;;;;;1477.00;28.913;Prudence;6;false;36.59;;;;;;;;;;canal de nantes à brest (déclassé);SAINT-COULITZ;29;J3820180;J382;J38;LOIRE-BRETAGNE;FRGR0056a;Validé point par point
ROE5343;Barrage et Ecluse de Toul ar Rodo;175666.68;6812535.86;Seuil en rivière;Non;Transports et soutien de navigation;Existant;;;PAPARCE;GRENELLE;PGA;PLAGEPOMI;;;;;;;;1.90;;;;;;;;;;;;;;;;;;;;;;;;;;;Pré-barrage;;Passe à ralentisseurs;;;;;;;;Non;Oui;Oui;Incertaine conformité à examiner;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;Négatif;;4;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Saumon atlantique"",""Lamproie marine"",""Anguille"",""Grande alose"",""Truite de mer";;;;;;Non;;;;;;;;8;;43.00;;;;;;;;;;canal de nantes à brest (déclassé);CHATEAULIN;29;J3820180;J382;J38;LOIRE-BRETAGNE;FRGR0056a;Validé point par point
ROE5345;Barrage et Ecluse de Prat Hir;176733.06;6811518.87;Seuil en rivière;Non;Transports et soutien de navigation;Existant;;;PAPARCE;GRENELLE;PGA;PLAGEPOMI;;;;;;;;1.95;;;;;;;;;;;;;;;;;;;;;;;;;;;Passe à bassins successifs;1970-01-01;;;;;;;;;Non;Oui;Oui;Incertaine conformité à examiner;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;Négatif;;4;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Anguille"",""Grande alose"",""Lamproie marine"",""Saumon atlantique"",""Truite de mer";;;;;;Non;;;;;;;;10;;43.00;;;;;;;;;;l'aulne;SAINT-COULITZ;29;J3820180;J382;J38;LOIRE-BRETAGNE;FRGR0056a;Validé point par point
ROE5347;Barrage et Ecluse de Penn ar Pont;177831.35;6810885.68;Seuil en rivière;Non;Transports et soutien de navigation;Existant;;;PAPARCE;GRENELLE;PGA;PLAGEPOMI;;;;;;;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";2.02;;;;;;;;;;;;;;;;;;;;;;;;;;;Passe à bassins successifs;1995-12-31;;;;;;;;;Non;Oui;Oui;Non validée non conforme au projet;Non;Non;Non;Oui;Validée conforme au projet;Non;Non;Non;;Négatif;"Ouvrage jugé non conforme dans tableau de bord ""Bretagne Grands Migrateurs""=> Données DREAL/DDTM";4;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Oui;2012-07-10;"Truite de mer"",""Lamproie marine"",""Anguille"",""Grande alose"",""Saumon atlantique";;;;;;Non;;;;;1460.00;28.566;Prudence;13;false;47.47;;;;;;;;;;l'aulne;LOTHEY;29;J3820180;J382;J38;LOIRE-BRETAGNE;FRGR0056a;Validé point par point
